cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2011,115,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2012,125,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2013,129,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2014,157,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2015,140,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2016,207,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2017,235,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2018,226,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2019,210,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2020,227,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2021,180,Accidentes
17,Morelos,003,Axochiapan,1006000039,Accidentes de tránsito terrestre en zonas urbanas y suburbanas,2022,209,Accidentes
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,1997,5,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,1998,4,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,1999,0,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,2000,0,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,2001,0,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,2002,2,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,2003,1,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,2004,1,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,2005,1,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,2006,2,Víctimas
17,Morelos,003,Axochiapan,6200009438,Víctimas muertas en los accidentes de tránsito,2007,0,Víctimas
